country_iso_code,system,footprint_type,mg/kg_lw,source,fbs_item_code,fbs_item,ko%,mg/kg_cw,country_code,country,gleam_region,income_class,proportion_est,proportion_obs,proportion,_merge
COM,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_tetracyclines,5.130941873,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.841255830666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_tetracyclines,25.65470936,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.20627914666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_amphenicols,0.000349021,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.00048475138888888887,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_amphenicols,0.001745103,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0024237541666666668,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_amphenicols,0.013792834,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.018390445333333335,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_amphenicols,0.068964169,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.09195222533333335,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_penicillins,0.229306366,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3184810638888889,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_penicillins,1.14653183,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.5924053194444445,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_penicillins,0.767024662,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.0226995493333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_penicillins,3.835123312,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.113497749333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_sulfonamides,0.262663419,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3648103041666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_sulfonamides,1.313317097,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8240515236111112,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_sulfonamides,0.553461446,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.7379485946666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_sulfonamides,2.767307229,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.689742972,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_macrolides,0.320296541,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.44485630694444445,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_macrolides,1.601482705,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.2242815347222225,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_macrolides,0.67005371,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.8934049466666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_macrolides,3.350268551,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.4670247346666665,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_lincosamides,0.002611905,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0036276458333333334,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_lincosamides,0.013059525,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.01813822916666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_lincosamides,0.020340423,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.027120564,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_lincosamides,0.101702116,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.13560282133333332,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_aminoglycosides,0.019817691,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.02752457083333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_aminoglycosides,0.099088454,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.1376228527777778,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_aminoglycosides,0.210347698,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.2804635973333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_aminoglycosides,1.051738488,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.402317984,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_quinolones,0.202576266,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.281355925,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_quinolones,1.012881328,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.4067796222222222,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_quinolones,0.247385246,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.32984699466666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_quinolones,1.236926232,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.649234976,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_pleuromutilins,0.022564893,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.030086524,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_pleuromutilins,0.112824465,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.15043262,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_polymixins,0.06280667,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0872314861111111,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_polymixins,0.314033349,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4361574291666667,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_polymixins,0.587172409,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.7828965453333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_polymixins,2.935862044,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.914482725333333,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COM,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.4168002305289569,0.72,0.72,both
COM,intensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,45,Comoros,Sub-Saharan Africa,Lower middle income,0.5831997694710431,0.28,0.28,both
COM,extensive,mg_abx_other_antibiotics,2.772144051,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.696192068,45,Comoros,Sub-Saharan Africa,Lower middle income,0.7986873796391077,0.0,0.0,both
COM,intensive,mg_abx_other_antibiotics,13.86072025,Mulchandani et al. 2023.,2733,Pigmeat,0.75,18.480960333333332,45,Comoros,Sub-Saharan Africa,Lower middle income,0.20131262036089226,1.0,1.0,both
COG,extensive,mg_abx_tetracyclines,1.171363898,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.626894302777778,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_tetracyclines,5.856819489,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.134471512500001,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_tetracyclines,4.784689651,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.379586201333333,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_tetracyclines,23.92344826,Mulchandani et al. 2023.,2733,Pigmeat,0.75,31.897931013333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_amphenicols,0.000362595,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0005036041666666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_amphenicols,0.001812974,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0025180194444444446,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_amphenicols,0.014519708,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.019359610666666666,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_amphenicols,0.072598541,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.09679805466666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_penicillins,0.238224623,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.33086753194444446,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_penicillins,1.191123115,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.6543376597222221,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_penicillins,0.80744642,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.0765952266666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_penicillins,4.0372321,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.382976133333333,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_sulfonamides,0.27287901,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.378998625,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_sulfonamides,1.364395049,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8949931236111113,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_sulfonamides,0.582628545,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.7768380600000001,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_sulfonamides,2.913142725,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.8841903,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_macrolides,0.332753617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4621578013888889,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_macrolides,1.663768086,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.3107890083333333,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_macrolides,0.705365154,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.940486872,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_macrolides,3.526825772,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.702434362666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_lincosamides,0.002713488,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0037687333333333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_lincosamides,0.01356744,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.01884366666666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_lincosamides,0.021412352,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.028549802666666665,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_lincosamides,0.107061759,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.142749012,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_aminoglycosides,0.020588447,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.02859506527777778,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_aminoglycosides,0.102942234,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.142975325,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_aminoglycosides,0.2214329,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.29524386666666663,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_aminoglycosides,1.1071645,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.4762193333333335,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_quinolones,0.210454927,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.29229850972222227,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_quinolones,1.052274634,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.4614925472222222,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_quinolones,0.260422306,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.34722974133333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_quinolones,1.302111532,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.7361487093333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_pleuromutilins,0.02375405,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.031672066666666665,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_pleuromutilins,0.118770249,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.158360332,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_polymixins,0.065249367,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.09062412083333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_polymixins,0.326246835,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4531206041666667,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_polymixins,0.618116056,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.8241547413333333,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_polymixins,3.090580282,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.120773709333333,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COG,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.4159848479286751,,0.4159848479286751,both
COG,intensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,46,Congo,Sub-Saharan Africa,Lower middle income,0.5840151520713248,,0.5840151520713248,both
COG,extensive,mg_abx_other_antibiotics,2.918234444,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.8909792586666665,46,Congo,Sub-Saharan Africa,Lower middle income,0.7983140710054536,,0.7983140710054536,both
COG,intensive,mg_abx_other_antibiotics,14.59117222,Mulchandani et al. 2023.,2733,Pigmeat,0.75,19.454896293333334,46,Congo,Sub-Saharan Africa,Lower middle income,0.2016859289945464,,0.2016859289945464,both
COK,extensive,mg_abx_tetracyclines,6.348913926,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.817936008333334,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_tetracyclines,129.6675731,Mulchandani et al. 2023.,2733,Pigmeat,0.75,172.89009746666667,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_amphenicols,0.001361886,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0018915083333333335,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_amphenicols,0.006809432,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.009457544444444445,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_amphenicols,0.053819953,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.07175993733333333,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_amphenicols,0.269099767,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.35879968933333334,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_penicillins,1.989377769,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.763024679166667,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_penicillins,9.946888846,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.815123397222223,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_penicillins,6.654424115,Mulchandani et al. 2023.,2733,Pigmeat,0.75,8.872565486666668,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_penicillins,33.27212057,Mulchandani et al. 2023.,2733,Pigmeat,0.75,44.36282742666666,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_cephalosporins_1_2,0.000687351,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.000916468,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_cephalosporins_1_2,0.003436753,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.004582337333333333,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_cephalosporins_3_4,0.006276967,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.008369289333333333,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_cephalosporins_3_4,0.031384834,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.041846445333333336,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_sulfonamides,0.397876354,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5526060472222222,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_sulfonamides,1.989381769,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.763030234722222,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_sulfonamides,0.838370347,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.1178271293333333,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_sulfonamides,4.191851734,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.589135645333333,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_macrolides,3.910032644,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,5.430600894444445,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_macrolides,19.55016322,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,27.153004472222225,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_macrolides,8.179707066,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.906276088,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_macrolides,40.89853533,Mulchandani et al. 2023.,2733,Pigmeat,0.75,54.53138044,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_lincosamides,0.013352143,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.018544643055555556,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_lincosamides,0.066760715,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.09272321527777778,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,extensive,mg_abx_lincosamides,0.103980904,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.13864120533333332,47,Cook Islands,Oceania,Unclassified,,,,left_only
COK,intensive,mg_abx_lincosamides,0.519904521,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.693206028,47,Cook Islands,Oceania,Unclassified,,,,left_only
