country_code,country,diet,attribute,region,income_class,oecd,value,centile_up,centile_down,value_baseline,diff_baseline,%_diff_baseline,value_baseline_adj,diff_baseline_adj,%_diff_baseline_adj
60,El Salvador,high_income,kg_co2_luc_feed_soy,Latin America and the Caribbean,Lower middle income,no,18.17273203265672,0.0,0.0,9.780723844438816,8.392008188217906,0.8580150428221615,,,
60,El Salvador,high_income,kg_co2_luc_human_palm_soy,Latin America and the Caribbean,Lower middle income,no,9.949735953859633,0.0,0.0,3.8262803241691588,6.123455629690475,1.6003677490671377,,,
60,El Salvador,high_income,kg_co2_luc_pasture,Latin America and the Caribbean,Lower middle income,no,775.3969136075484,0.0,0.0,393.9875828017997,381.4093308057487,0.9680744963924951,,,
60,El Salvador,high_income,kg_co2e_excl_luc,Latin America and the Caribbean,Lower middle income,no,1911.4011442804756,150.3002822709691,97.62802921164236,958.7431818872034,952.6579623932722,0.9936529201887486,,,
60,El Salvador,high_income,kg_co2e_total,Latin America and the Caribbean,Lower middle income,no,2715.601542558147,150.3002822709691,97.62802921164236,1366.6437595774214,1348.9577829807254,0.987058824603886,,,
60,El Salvador,high_income,mg_abx_aminoglycosides,Latin America and the Caribbean,Lower middle income,no,448.36304111972794,0.0,0.0,128.0781688967488,320.2848722229792,2.500698401467461,,,
60,El Salvador,high_income,mg_abx_amphenicols,Latin America and the Caribbean,Lower middle income,no,319.1651000018993,0.0,0.0,87.21508337038115,231.95001663151817,2.659517226469682,,,
60,El Salvador,high_income,mg_abx_arsenicals,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_cephalosporins,Latin America and the Caribbean,Lower middle income,no,201.73005390559499,0.0,0.0,5.963435996151857,195.76661790944314,32.82782242247075,,,
60,El Salvador,high_income,mg_abx_glycopeptides,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_glycophospholipids,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_lincosamides,Latin America and the Caribbean,Lower middle income,no,422.1312402294361,0.0,0.0,88.90815163061458,333.2230885988215,3.74794754459927,,,
60,El Salvador,high_income,mg_abx_macrolides,Latin America and the Caribbean,Lower middle income,no,1062.2882956636197,0.0,0.0,341.54235268297253,720.7459429806472,2.1102681331286024,,,
60,El Salvador,high_income,mg_abx_nitrofurans,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_orthosomycins,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_other_drugs,Latin America and the Caribbean,Lower middle income,no,2865.9454840096905,0.0,0.0,270.72177397621164,2595.2237100334787,9.586313180193335,,,
60,El Salvador,high_income,mg_abx_penicillins,Latin America and the Caribbean,Lower middle income,no,1008.9508933074048,0.0,0.0,261.37876472207574,747.5721285853291,2.8601104201415257,,,
60,El Salvador,high_income,mg_abx_pleuromutilins,Latin America and the Caribbean,Lower middle income,no,511.4912676249854,0.0,0.0,35.62360557739643,475.86766204758896,13.358211622170334,,,
60,El Salvador,high_income,mg_abx_polymixins,Latin America and the Caribbean,Lower middle income,no,2257.544303924967,0.0,0.0,422.47567450067993,1835.0686294242873,4.343607786633249,,,
60,El Salvador,high_income,mg_abx_polypeptides,Latin America and the Caribbean,Lower middle income,no,7.838377792609236,0.0,0.0,1.5783144813945222,6.260063311214714,3.96629656827556,,,
60,El Salvador,high_income,mg_abx_quinolones,Latin America and the Caribbean,Lower middle income,no,290.1018389422616,0.0,0.0,98.38659567064006,191.71524327162155,1.9485910856536737,,,
60,El Salvador,high_income,mg_abx_quinoxalines,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_streptogramins,Latin America and the Caribbean,Lower middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
60,El Salvador,high_income,mg_abx_sulfonamides_trimethoprim,Latin America and the Caribbean,Lower middle income,no,429.8255566712047,0.0,0.0,139.64140801985093,290.1841486513538,2.07806661910844,,,
60,El Salvador,high_income,mg_abx_tetracyclines,Latin America and the Caribbean,Lower middle income,no,3545.9705144190334,0.0,0.0,826.3978239937271,2719.572690425306,3.29087590923515,,,
60,El Salvador,high_income,mg_abx_total,Latin America and the Caribbean,Lower middle income,no,13371.345967612435,0.0,0.0,2707.9111535188454,10663.434814093589,3.9378820831092596,,,
63,Estonia,baseline,kg_co2_luc_feed_palm,Europe,High income,yes,0.3597175290008767,0.0,0.0,0.3597175290008767,0.0,0.0,,,
63,Estonia,baseline,kg_co2_luc_feed_soy,Europe,High income,yes,66.47773956045432,0.0,0.0,66.47773956045432,0.0,0.0,,,
63,Estonia,baseline,kg_co2_luc_human_palm_soy,Europe,High income,yes,0.0047338352876473,0.0,0.0,0.0047338352876473,0.0,0.0,,,
63,Estonia,baseline,kg_co2_luc_pasture,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,kg_co2e_excl_luc,Europe,High income,yes,1078.1360149775473,138.72544801705632,89.21352196521497,1078.1360149775473,0.0,0.0,,,
63,Estonia,baseline,kg_co2e_total,Europe,High income,yes,1144.97820590229,138.72544801705632,89.21352196521497,1144.97820590229,0.0,0.0,,,
63,Estonia,baseline,mg_abx_aminoglycosides,Europe,High income,yes,150.49405357180513,0.0,0.0,150.49405357180513,0.0,0.0,,,
63,Estonia,baseline,mg_abx_amphenicols,Europe,High income,yes,100.33752119118782,0.0,0.0,100.33752119118782,0.0,0.0,,,
63,Estonia,baseline,mg_abx_arsenicals,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_cephalosporins,Europe,High income,yes,40.556105580160136,0.0,0.0,40.556105580160136,0.0,0.0,,,
63,Estonia,baseline,mg_abx_glycopeptides,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_glycophospholipids,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_lincosamides,Europe,High income,yes,81.83935058061103,0.0,0.0,81.83935058061103,0.0,0.0,,,
63,Estonia,baseline,mg_abx_macrolides,Europe,High income,yes,346.4142359394263,0.0,0.0,346.4142359394263,0.0,0.0,,,
63,Estonia,baseline,mg_abx_nitrofurans,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_orthosomycins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_other_drugs,Europe,High income,yes,62.33543812258813,0.0,0.0,62.33543812258813,0.0,0.0,,,
63,Estonia,baseline,mg_abx_penicillins,Europe,High income,yes,1048.5484150069553,0.0,0.0,1048.5484150069553,0.0,0.0,,,
63,Estonia,baseline,mg_abx_pleuromutilins,Europe,High income,yes,352.0707496583933,0.0,0.0,352.0707496583933,0.0,0.0,,,
63,Estonia,baseline,mg_abx_polymixins,Europe,High income,yes,142.30663342979295,0.0,0.0,142.30663342979295,0.0,0.0,,,
63,Estonia,baseline,mg_abx_polypeptides,Europe,High income,yes,3.349464537604586,0.0,0.0,3.349464537604586,0.0,0.0,,,
63,Estonia,baseline,mg_abx_quinolones,Europe,High income,yes,166.82572463255198,0.0,0.0,166.82572463255198,0.0,0.0,,,
63,Estonia,baseline,mg_abx_quinoxalines,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_streptogramins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,baseline,mg_abx_sulfonamides_trimethoprim,Europe,High income,yes,312.3903951045854,0.0,0.0,312.3903951045854,0.0,0.0,,,
63,Estonia,baseline,mg_abx_tetracyclines,Europe,High income,yes,848.3752722206015,0.0,0.0,848.3752722206015,0.0,0.0,,,
63,Estonia,baseline,mg_abx_total,Europe,High income,yes,3655.843359576263,0.0,0.0,3655.843359576263,0.0,0.0,,,
63,Estonia,eat_lancet,kg_co2_luc_feed_palm,Europe,High income,yes,0.06870246736522681,0.0,0.0,0.3597175290008767,-0.29101506163564994,-0.8090099541269246,,,
63,Estonia,eat_lancet,kg_co2_luc_feed_soy,Europe,High income,yes,18.098755441623606,0.0,0.0,66.47773956045432,-48.378984118830715,-0.7277471291699871,,,
63,Estonia,eat_lancet,kg_co2_luc_human_palm_soy,Europe,High income,yes,0.0169748145187364,0.0,0.0,0.0047338352876473,0.012240979231089098,2.5858481521381416,,,
63,Estonia,eat_lancet,kg_co2_luc_pasture,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,kg_co2e_excl_luc,Europe,High income,yes,457.3682777579888,126.55789260662075,67.20871274485322,1078.1360149775473,-620.7677372195585,-0.5757786852454663,,,
63,Estonia,eat_lancet,kg_co2e_total,Europe,High income,yes,475.5527104814964,126.55789260662075,67.20871274485322,1144.97820590229,-669.4254954207936,-0.5846622162500104,,,
63,Estonia,eat_lancet,mg_abx_aminoglycosides,Europe,High income,yes,55.53404777355884,0.0,0.0,150.49405357180513,-94.96000579824629,-0.6309884247548564,,,
63,Estonia,eat_lancet,mg_abx_amphenicols,Europe,High income,yes,64.94082582194467,0.0,0.0,100.33752119118782,-35.39669536924315,-0.35277625906062227,,,
63,Estonia,eat_lancet,mg_abx_arsenicals,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_cephalosporins,Europe,High income,yes,7.506789143987316,0.0,0.0,40.556105580160136,-33.049316436172816,-0.8149035999240616,,,
63,Estonia,eat_lancet,mg_abx_glycopeptides,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_glycophospholipids,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_lincosamides,Europe,High income,yes,16.511789469242668,0.0,0.0,81.83935058061103,-65.32756111136835,-0.7982414406749391,,,
63,Estonia,eat_lancet,mg_abx_macrolides,Europe,High income,yes,92.36900653961446,0.0,0.0,346.4142359394263,-254.04522939981183,-0.7333567822664019,,,
63,Estonia,eat_lancet,mg_abx_nitrofurans,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_orthosomycins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_other_drugs,Europe,High income,yes,11.339853245818437,0.0,0.0,62.33543812258813,-50.99558487676969,-0.8180833633748171,,,
63,Estonia,eat_lancet,mg_abx_penicillins,Europe,High income,yes,227.563177302441,0.0,0.0,1048.5484150069553,-820.9852377045144,-0.7829731330995036,,,
63,Estonia,eat_lancet,mg_abx_pleuromutilins,Europe,High income,yes,68.74027132994077,0.0,0.0,352.0707496583933,-283.33047832845256,-0.804754381337734,,,
63,Estonia,eat_lancet,mg_abx_polymixins,Europe,High income,yes,27.75163781001863,0.0,0.0,142.30663342979295,-114.55499561977433,-0.8049870400193965,,,
63,Estonia,eat_lancet,mg_abx_polypeptides,Europe,High income,yes,2.632044683132047,0.0,0.0,3.349464537604586,-0.717419854472539,-0.21418941637328434,,,
63,Estonia,eat_lancet,mg_abx_quinolones,Europe,High income,yes,62.28567522284216,0.0,0.0,166.82572463255198,-104.54004940970982,-0.6266422617972635,,,
63,Estonia,eat_lancet,mg_abx_quinoxalines,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_streptogramins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,eat_lancet,mg_abx_sulfonamides_trimethoprim,Europe,High income,yes,79.71712656179947,0.0,0.0,312.3903951045854,-232.67326854278593,-0.7448156927644625,,,
63,Estonia,eat_lancet,mg_abx_tetracyclines,Europe,High income,yes,211.4507149127164,0.0,0.0,848.3752722206015,-636.924557307885,-0.7507580408853156,,,
63,Estonia,eat_lancet,mg_abx_total,Europe,High income,yes,928.3429598170569,0.0,0.0,3655.843359576263,-2727.500399759206,-0.7460659912068394,,,
63,Estonia,high_income,kg_co2_luc_feed_palm,Europe,High income,yes,0.36881288336927615,0.0,0.0,0.3597175290008767,0.009095354368399422,0.0252847126845944,,,
63,Estonia,high_income,kg_co2_luc_feed_soy,Europe,High income,yes,70.43834967950455,0.0,0.0,66.47773956045432,3.96061011905023,0.05957799024511781,,,
63,Estonia,high_income,kg_co2_luc_human_palm_soy,Europe,High income,yes,0.0047338352876473,0.0,0.0,0.0047338352876473,0.0,0.0,,,
63,Estonia,high_income,kg_co2_luc_pasture,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,kg_co2e_excl_luc,Europe,High income,yes,1075.721067302304,138.72544801705632,89.21352196521497,1078.1360149775473,-2.414947675243411,-0.0022399285820107803,,,
63,Estonia,high_income,kg_co2e_total,Europe,High income,yes,1146.5329637004654,138.72544801705632,89.21352196521497,1144.97820590229,1.5547577981753875,0.0013578929189749724,,,
63,Estonia,high_income,mg_abx_aminoglycosides,Europe,High income,yes,154.37203337167455,0.0,0.0,150.49405357180513,3.877979799869422,0.025768325776533915,,,
63,Estonia,high_income,mg_abx_amphenicols,Europe,High income,yes,100.51486426817046,0.0,0.0,100.33752119118782,0.17734307698263763,0.0017674652002287342,,,
63,Estonia,high_income,mg_abx_arsenicals,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_cephalosporins,Europe,High income,yes,40.79116067354465,0.0,0.0,40.556105580160136,0.23505509338451702,0.005795800410863535,,,
63,Estonia,high_income,mg_abx_glycopeptides,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_glycophospholipids,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_lincosamides,Europe,High income,yes,83.24648192041174,0.0,0.0,81.83935058061103,1.4071313398007135,0.017193823384689517,,,
63,Estonia,high_income,mg_abx_macrolides,Europe,High income,yes,355.55427943129496,0.0,0.0,346.4142359394263,9.140043491868653,0.026384722518929253,,,
63,Estonia,high_income,mg_abx_nitrofurans,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_orthosomycins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_other_drugs,Europe,High income,yes,63.52739794962191,0.0,0.0,62.33543812258813,1.1919598270337772,0.01912170448998342,,,
63,Estonia,high_income,mg_abx_penicillins,Europe,High income,yes,1067.0262368490785,0.0,0.0,1048.5484150069553,18.47782184212315,0.01762228770523732,,,
63,Estonia,high_income,mg_abx_pleuromutilins,Europe,High income,yes,358.48493729617456,0.0,0.0,352.0707496583933,6.414187637781254,0.018218462181265563,,,
63,Estonia,high_income,mg_abx_polymixins,Europe,High income,yes,145.96715840463165,0.0,0.0,142.30663342979295,3.660524974838694,0.025722799328568302,,,
63,Estonia,high_income,mg_abx_polypeptides,Europe,High income,yes,3.349464537604586,0.0,0.0,3.349464537604586,0.0,0.0,,,
63,Estonia,high_income,mg_abx_quinolones,Europe,High income,yes,169.58182309316612,0.0,0.0,166.82572463255198,2.7560984606141403,0.016520824151579048,,,
63,Estonia,high_income,mg_abx_quinoxalines,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_streptogramins,Europe,High income,yes,0.0,0.0,0.0,0.0,0.0,,,,
63,Estonia,high_income,mg_abx_sulfonamides_trimethoprim,Europe,High income,yes,316.92111382938964,0.0,0.0,312.3903951045854,4.530718724804217,0.014503386774383297,,,
63,Estonia,high_income,mg_abx_tetracyclines,Europe,High income,yes,864.8331534143839,0.0,0.0,848.3752722206015,16.45788119378244,0.019399293841632536,,,
63,Estonia,high_income,mg_abx_total,Europe,High income,yes,3724.170105039147,0.0,0.0,3655.843359576263,68.32674546288399,0.018689735511754398,,,
66,Fiji,baseline,kg_co2_luc_feed_palm,Oceania,Upper middle income,no,0.26344622546848234,0.0,0.0,0.26344622546848234,0.0,0.0,,,
66,Fiji,baseline,kg_co2_luc_feed_soy,Oceania,Upper middle income,no,15.107011529963762,0.0,0.0,15.107011529963762,0.0,0.0,,,
66,Fiji,baseline,kg_co2_luc_human_palm_soy,Oceania,Upper middle income,no,0.073225817394446,0.0,0.0,0.073225817394446,0.0,0.0,,,
66,Fiji,baseline,kg_co2_luc_pasture,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,kg_co2e_excl_luc,Oceania,Upper middle income,no,1158.3090207007454,177.82070198312948,224.8823826477577,1158.3090207007454,0.0,0.0,,,
66,Fiji,baseline,kg_co2e_total,Oceania,Upper middle income,no,1173.752704273572,177.82070198312948,224.8823826477577,1173.752704273572,0.0,0.0,,,
66,Fiji,baseline,mg_abx_aminoglycosides,Oceania,Upper middle income,no,129.4731888521023,0.0,0.0,129.4731888521023,0.0,0.0,,,
66,Fiji,baseline,mg_abx_amphenicols,Oceania,Upper middle income,no,57.42537514839762,0.0,0.0,57.42537514839762,0.0,0.0,,,
66,Fiji,baseline,mg_abx_arsenicals,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_cephalosporins,Oceania,Upper middle income,no,131.9553361737343,0.0,0.0,131.9553361737343,0.0,0.0,,,
66,Fiji,baseline,mg_abx_glycopeptides,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_glycophospholipids,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_lincosamides,Oceania,Upper middle income,no,9.581404644387511,0.0,0.0,9.581404644387511,0.0,0.0,,,
66,Fiji,baseline,mg_abx_macrolides,Oceania,Upper middle income,no,1308.5968957343275,0.0,0.0,1308.5968957343275,0.0,0.0,,,
66,Fiji,baseline,mg_abx_nitrofurans,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_orthosomycins,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_other_drugs,Oceania,Upper middle income,no,1376.3295080745938,0.0,0.0,1376.3295080745938,0.0,0.0,,,
66,Fiji,baseline,mg_abx_penicillins,Oceania,Upper middle income,no,981.546715505159,0.0,0.0,981.546715505159,0.0,0.0,,,
66,Fiji,baseline,mg_abx_pleuromutilins,Oceania,Upper middle income,no,237.1013721684194,0.0,0.0,237.1013721684194,0.0,0.0,,,
66,Fiji,baseline,mg_abx_polymixins,Oceania,Upper middle income,no,56.73080414630889,0.0,0.0,56.73080414630889,0.0,0.0,,,
66,Fiji,baseline,mg_abx_polypeptides,Oceania,Upper middle income,no,1.381735615154013,0.0,0.0,1.381735615154013,0.0,0.0,,,
66,Fiji,baseline,mg_abx_quinolones,Oceania,Upper middle income,no,42.63754976082251,0.0,0.0,42.63754976082251,0.0,0.0,,,
66,Fiji,baseline,mg_abx_quinoxalines,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_streptogramins,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,baseline,mg_abx_sulfonamides_trimethoprim,Oceania,Upper middle income,no,162.3604857159432,0.0,0.0,162.3604857159432,0.0,0.0,,,
66,Fiji,baseline,mg_abx_tetracyclines,Oceania,Upper middle income,no,2338.2585245462615,0.0,0.0,2338.2585245462615,0.0,0.0,,,
66,Fiji,baseline,mg_abx_total,Oceania,Upper middle income,no,6833.378896085612,0.0,0.0,6833.378896085612,0.0,0.0,,,
66,Fiji,eat_lancet,kg_co2_luc_feed_palm,Oceania,Upper middle income,no,0.2789622785611479,0.0,0.0,0.26344622546848234,0.015516053092665572,0.058896471433870855,,,
66,Fiji,eat_lancet,kg_co2_luc_feed_soy,Oceania,Upper middle income,no,7.065545191953685,0.0,0.0,15.107011529963762,-8.041466338010077,-0.5323002714375612,,,
66,Fiji,eat_lancet,kg_co2_luc_human_palm_soy,Oceania,Upper middle income,no,4.126773918654188,0.0,0.0,0.073225817394446,4.053548101259742,55.35681601783244,,,
66,Fiji,eat_lancet,kg_co2_luc_pasture,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,kg_co2e_excl_luc,Oceania,Upper middle income,no,881.8946894029964,89.64088424870292,65.69147240725418,1158.3090207007454,-276.41433129774896,-0.23863608618926738,,,
66,Fiji,eat_lancet,kg_co2e_total,Oceania,Upper middle income,no,893.3659707921654,89.64088424870292,65.69147240725418,1173.752704273572,-280.3867334814065,-0.23888058571497484,,,
66,Fiji,eat_lancet,mg_abx_aminoglycosides,Oceania,Upper middle income,no,87.27964844816933,0.0,0.0,129.4731888521023,-42.193540403932985,-0.32588631498163545,,,
66,Fiji,eat_lancet,mg_abx_amphenicols,Oceania,Upper middle income,no,25.03947471981454,0.0,0.0,57.42537514839762,-32.385900428583085,-0.5639649779368794,,,
66,Fiji,eat_lancet,mg_abx_arsenicals,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_cephalosporins,Oceania,Upper middle income,no,69.21704852536817,0.0,0.0,131.9553361737343,-62.73828764836614,-0.4754509326228687,,,
66,Fiji,eat_lancet,mg_abx_glycopeptides,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_glycophospholipids,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_lincosamides,Oceania,Upper middle income,no,4.464914008156395,0.0,0.0,9.581404644387511,-5.116490636231116,-0.5340021454190641,,,
66,Fiji,eat_lancet,mg_abx_macrolides,Oceania,Upper middle income,no,536.8942152619057,0.0,0.0,1308.5968957343275,-771.7026804724218,-0.5897176456615204,,,
66,Fiji,eat_lancet,mg_abx_nitrofurans,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_orthosomycins,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_other_drugs,Oceania,Upper middle income,no,734.5585795662097,0.0,0.0,1376.3295080745938,-641.7709285083841,-0.46629162910717864,,,
66,Fiji,eat_lancet,mg_abx_penicillins,Oceania,Upper middle income,no,439.5662579252902,0.0,0.0,981.546715505159,-541.9804575798688,-0.5521698040637172,,,
66,Fiji,eat_lancet,mg_abx_pleuromutilins,Oceania,Upper middle income,no,124.59673961948218,0.0,0.0,237.1013721684194,-112.50463254893722,-0.4745001326648679,,,
66,Fiji,eat_lancet,mg_abx_polymixins,Oceania,Upper middle income,no,27.62395697146423,0.0,0.0,56.73080414630889,-29.10684717484466,-0.513069532731777,,,
66,Fiji,eat_lancet,mg_abx_polypeptides,Oceania,Upper middle income,no,0.5055421100273854,0.0,0.0,1.381735615154013,-0.8761935051266276,-0.6341252954017286,,,
66,Fiji,eat_lancet,mg_abx_quinolones,Oceania,Upper middle income,no,17.39982754347876,0.0,0.0,42.63754976082251,-25.237722217343748,-0.5919130522020151,,,
66,Fiji,eat_lancet,mg_abx_quinoxalines,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_streptogramins,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,eat_lancet,mg_abx_sulfonamides_trimethoprim,Oceania,Upper middle income,no,68.8756980897067,0.0,0.0,162.3604857159432,-93.48478762623651,-0.575785340959082,,,
66,Fiji,eat_lancet,mg_abx_tetracyclines,Oceania,Upper middle income,no,1060.6466321903536,0.0,0.0,2338.2585245462615,-1277.611892355908,-0.5463946261476063,,,
66,Fiji,eat_lancet,mg_abx_total,Oceania,Upper middle income,no,3196.668534979427,0.0,0.0,6833.378896085612,-3636.710361106185,-0.5321979677124905,,,
66,Fiji,high_income,kg_co2_luc_feed_palm,Oceania,Upper middle income,no,1.0568671442812936,0.0,0.0,0.26344622546848234,0.7934209188128112,3.0116997022898433,,,
66,Fiji,high_income,kg_co2_luc_feed_soy,Oceania,Upper middle income,no,22.881550461288242,0.0,0.0,15.107011529963762,7.77453893132448,0.5146311642050577,,,
66,Fiji,high_income,kg_co2_luc_human_palm_soy,Oceania,Upper middle income,no,1.446712890939977,0.0,0.0,0.073225817394446,1.373487073545531,18.75686912645794,,,
66,Fiji,high_income,kg_co2_luc_pasture,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,kg_co2e_excl_luc,Oceania,Upper middle income,no,2145.1088947776707,150.93367190424837,97.36726007207791,1158.3090207007454,986.7998740769253,0.8519314418184695,,,
66,Fiji,high_income,kg_co2e_total,Oceania,Upper middle income,no,2170.49402527418,150.93367190424837,97.36726007207791,1173.752704273572,996.741321000608,0.8491919272019781,,,
66,Fiji,high_income,mg_abx_aminoglycosides,Oceania,Upper middle income,no,337.84076479800046,0.0,0.0,129.4731888521023,208.36757594589815,1.6093492235208418,,,
66,Fiji,high_income,mg_abx_amphenicols,Oceania,Upper middle income,no,169.70677356840096,0.0,0.0,57.42537514839762,112.28139842000334,1.9552575517329713,,,
66,Fiji,high_income,mg_abx_arsenicals,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,mg_abx_cephalosporins,Oceania,Upper middle income,no,82.35393960159172,0.0,0.0,131.9553361737343,-49.60139657214259,-0.37589534467053815,,,
66,Fiji,high_income,mg_abx_glycopeptides,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,mg_abx_glycophospholipids,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,mg_abx_lincosamides,Oceania,Upper middle income,no,29.994519917319256,0.0,0.0,9.581404644387511,20.413115272931744,2.1304929736882694,,,
66,Fiji,high_income,mg_abx_macrolides,Oceania,Upper middle income,no,2961.4522051218673,0.0,0.0,1308.5968957343275,1652.8553093875398,1.263074453848547,,,
66,Fiji,high_income,mg_abx_nitrofurans,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,mg_abx_orthosomycins,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
66,Fiji,high_income,mg_abx_other_drugs,Oceania,Upper middle income,no,6136.301479969693,0.0,0.0,1376.3295080745938,4759.971971895099,3.458453767044512,,,
66,Fiji,high_income,mg_abx_penicillins,Oceania,Upper middle income,no,2445.0314107627496,0.0,0.0,981.546715505159,1463.4846952575906,1.490998515036953,,,
66,Fiji,high_income,mg_abx_pleuromutilins,Oceania,Upper middle income,no,464.1151211478795,0.0,0.0,237.1013721684194,227.0137489794601,0.9574543871395489,,,
66,Fiji,high_income,mg_abx_polymixins,Oceania,Upper middle income,no,153.92269566863988,0.0,0.0,56.73080414630889,97.19189152233099,1.7132119486914525,,,
66,Fiji,high_income,mg_abx_polypeptides,Oceania,Upper middle income,no,4.81701085662997,0.0,0.0,1.381735615154013,3.4352752414759573,2.4862030071455092,,,
66,Fiji,high_income,mg_abx_quinolones,Oceania,Upper middle income,no,98.25713118570302,0.0,0.0,42.63754976082251,55.61958142488051,1.3044741486525695,,,
66,Fiji,high_income,mg_abx_quinoxalines,Oceania,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
