country_iso_code,income_class,fbs_item,extensive,intensive,int_ext_diff
SDN,Low income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
SEN,Lower middle income,Pigmeat,14.639978068,73.19989034533333,58.55991227733333
SEN,Lower middle income,Poultry Meat,3.249114805555555,16.245574027777778,12.996459222222223
SGP,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
SGP,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
SHN,Unclassified,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
SHN,Unclassified,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
SLB,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
SLB,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
SLE,Low income,Pigmeat,14.581991209333333,72.90995604133333,58.327964832
SLE,Low income,Poultry Meat,3.180981361111111,15.904906806944444,12.723925445833334
SLV,Lower middle income,Pigmeat,82.20124757733333,411.006237928,328.8049903506667
SLV,Lower middle income,Poultry Meat,10.128305955555556,50.64152976250001,40.51322380694445
SMR,High income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
SMR,High income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
SOM,Low income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
SOM,Low income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
SPM,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
SPM,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
SRB,Upper middle income,Pigmeat,20.086216388,100.43108194266667,80.34486555466667
SRB,Upper middle income,Poultry Meat,5.556307001388889,27.781535006944445,22.225228005555557
SSD,Low income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
SSD,Low income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
STP,Lower middle income,Pigmeat,14.538024889333334,72.69012443733334,58.152099548
STP,Lower middle income,Poultry Meat,3.1293217833333333,15.64660891111111,12.517287127777777
SUR,Upper middle income,Pigmeat,82.60011536666667,413.000576828,330.40046146133335
SUR,Upper middle income,Poultry Meat,10.14169885138889,50.70849425972222,40.566795408333334
SVK,High income,Pigmeat,11.475463754666666,57.37731877866667,45.901855024
SVK,High income,Poultry Meat,2.612960856944444,13.064804279166667,10.451843422222224
SVN,High income,Pigmeat,6.146985404,30.73492698133333,24.587941577333332
SVN,High income,Poultry Meat,1.9179532277777775,9.589766138888889,7.671812911111111
SWE,High income,Pigmeat,2.4156088626666663,12.078044309333333,9.662435446666667
SWE,High income,Poultry Meat,0.8241151888888887,4.120575941666667,3.2964607527777785
SWZ,Lower middle income,Pigmeat,14.592940936,72.96470467066666,58.371763734666665
SWZ,Lower middle income,Poultry Meat,3.1938470777777774,15.969235397222223,12.775388319444446
SYC,High income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
SYC,High income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
SYR,Low income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
SYR,Low income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
TCA,High income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
TCA,High income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
TCD,Low income,Pigmeat,14.726303461333334,73.63151730533333,58.905213844
TCD,Low income,Poultry Meat,3.3505454819444442,16.752727419444444,13.4021819375
TGO,Low income,Pigmeat,14.583016130666667,72.91508065733333,58.33206452666667
TGO,Low income,Poultry Meat,3.182185627777778,15.91092813611111,12.728742508333333
THA,Upper middle income,Pigmeat,244.97075274533336,1224.8537638213334,979.883011076
THA,Upper middle income,Poultry Meat,55.40410819027778,277.0205409236111,221.61643273333334
TJK,Lower middle income,Pigmeat,46.109330926666665,230.54665461066665,184.43732368399998
TJK,Lower middle income,Poultry Meat,11.344821158333334,56.72410579166667,45.37928463333334
TKL,Unclassified,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
TKL,Unclassified,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
TKM,Upper middle income,Pigmeat,42.43953397733333,212.19766988266667,169.75813590533335
TKM,Upper middle income,Poultry Meat,10.837538747222224,54.18769374166666,43.35015499444444
TLS,Lower middle income,Pigmeat,0.502929597333333,2.51464798,2.011718382666667
TLS,Lower middle income,Poultry Meat,0.15259867361111068,0.7629933666666666,0.6103946930555559
TON,Upper middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
TON,Upper middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
TTO,High income,Pigmeat,88.44022143733334,442.2011071306666,353.7608856933333
TTO,High income,Poultry Meat,10.337793791666668,51.68896896805556,41.35117517638889
TUN,Lower middle income,Pigmeat,14.254427166666666,71.27213582,57.01770865333334
TUN,Lower middle income,Poultry Meat,2.7960999125,13.980499568055556,11.184399655555556
TUR,Upper middle income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
TUR,Upper middle income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
TUV,Upper middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
TUV,Upper middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
TWN,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
TWN,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
TZA,Lower middle income,Pigmeat,14.666985858666667,73.334929296,58.667943437333335
TZA,Lower middle income,Poultry Meat,3.280848438888889,16.404242202777777,13.123393763888888
UGA,Low income,Pigmeat,14.745145604,73.725728024,58.980582420000005
UGA,Low income,Poultry Meat,3.3726846375000004,16.863423194444444,13.490738556944443
UKR,Lower middle income,Pigmeat,38.936687322666664,194.68343657866666,155.746749256
UKR,Lower middle income,Poultry Meat,10.353334163888888,51.7666708125,41.413336648611114
URY,High income,Pigmeat,74.09657815333333,370.48289075733334,296.386312604
URY,High income,Poultry Meat,9.856173105555555,49.280865536111115,39.42469243055556
USA,High income,Pigmeat,26.085663730666663,130.4283186733333,104.34265494266664
USA,High income,Poultry Meat,0.8826891555555553,4.413445780555556,3.5307566250000004
UZB,Lower middle income,Pigmeat,41.00688005733333,205.03440028266667,164.02752022533332
UZB,Lower middle income,Poultry Meat,10.63950050138889,53.19750252777778,42.55800202638889
VAT,Unclassified,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
VAT,Unclassified,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
VCT,Upper middle income,Pigmeat,82.73110946133333,413.6555473253333,330.92443786399997
VCT,Upper middle income,Poultry Meat,10.146097279166668,50.73048639861111,40.584389119444445
VEN,Unclassified,Pigmeat,72.655570836,363.2778541933333,290.62228335733334
VEN,Unclassified,Poultry Meat,9.807787986111112,49.03893993055556,39.23115194444445
VGB,High income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
VGB,High income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
VIR,High income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
VIR,High income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
VNM,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
VNM,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
VUT,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
VUT,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
WLF,Unclassified,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
WLF,Unclassified,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
WSM,Lower middle income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
WSM,Lower middle income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
YEM,Low income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
YEM,Low income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
ZAF,Upper middle income,Pigmeat,14.711232013333333,73.556160068,58.84492805466667
ZAF,Upper middle income,Poultry Meat,3.332836819444444,16.66418409722222,13.331347277777773
ZMB,Lower middle income,Pigmeat,14.673495697333333,73.36747848666667,58.69398278933333
ZMB,Lower middle income,Poultry Meat,3.2884973736111105,16.442486872222222,13.15398949861111
ZWE,Lower middle income,Pigmeat,14.720025590666665,73.60012793866667,58.88010234800001
ZWE,Lower middle income,Poultry Meat,3.343169102777778,16.71584551388889,13.372676411111112
